,index,primary_diagnosis_desc
15919,"Echinococcosis,unspecified,of liver",1
15920,FOREIGN BODY HIP/LEG,1
15921,FOREIGN BODY HAND-INFECT,1
15922,"Eclampsia,unspecified as to time period",1
15923,TRAUMATIC EXTRADURAL HEM,1
15924,FOREIGN BODY FOREARM-INF,1
15925,FOREIGN BODY FINGER-INF,1
15926,FOREARM DEFORMITY NOS,1
15927,FOREARM DEFORMITY NEC,1
15928,Edema of right lower eyelid,1
15929,FORCEPS DELIVERY AFF NB,1
15930,"Total perforations of tympanic membrane,right ear",1
15931,"Effect of reduced temperature,unspecified,init e",1
15932,"Effects of high-pressure fluids,initial encounter",1
15933,FOOT & MOUTH DISEASE,1
15934,"Fracture of unsp phalanx of r mid finger,init for",1
15935,Drug/chem diabetes w diabetic chronic kidney disea,1
15936,"Fracture of unsp phalanx of right thumb,init for ",1
15937,"Displaced bicondylar fx l tibia,init for opn fx t",1
15938,HEARING LOSS NEC,1
15939,TALIPES VALGUS,1
15940,TALIPES VARUS,1
15941,HEALING TRAUM FX ARM NOS,1
15942,"Displaced avulsion fracture of right ilium,init f",1
15943,"Displaced avulsion fracture of unsp ilium,init fo",1
15944,HEALING PATH FX UPPR LEG,1
15945,TARSAL TUNNEL SYNDROME,1
15946,"Displaced pilon fracture of unsp tibia,init for c",1
15947,TB LIMB BONES-CULT DX,1
15948,TB LUNG CAVITY-EXAM UNKN,1
15949,HAND INJURY NOS,1
15950,TB LUNG FIBROS-EXAM UNKN,1
15951,HALLUX MALLEUS,1
15952,HALLUCINOGEN DEP-CONTIN,1
15953,TB LUNG INFILTR-OTH TEST,1
15954,Displaced articular fracture of head of left femur,1
15955,"Displaced apophyseal fracture of left femur,init",1
15956,HEAT EXHAUST-ANHYDROTIC,1
15957,"Displ unsp condyle fx low end l femr,7thK",1
15958,T7-T12 SPIN CORD INJ NEC,1
15959,"Displ transverse fx shaft of humer,l arm,7thK",1
15960,"Displ transverse fx shaft of humer,r arm,7thD",1
15961,"Displ transverse fx shaft of humer,r arm,7thK",1
15962,"Displ transverse fx shaft of l femr,7thB",1
15963,"Displ transverse fx shaft of l femr,7thD",1
15964,"Displ transverse fx shaft of l tibia,7thC",1
15965,"Displ transverse fx shaft of r femr,7thC",1
15966,HEM EARLY PREG-DELIVERED,1
15967,HELMINTHIASIS NOS,1
15968,TALIPES CALCANEOVALGUS,1
15969,"Displ transverse fx shaft of r tibia,7thK",1
15970,"Displ trimalleol fx l low leg,init for opn fx typ",1
15971,HELICOBACTER PYLORI,1
15972,"Displ trimalleol fx r low leg,init for opn fx typ",1
15973,TB LUNG W CAVIT-MICRO DX,1
15974,Guttate psoriasis,1
15975,TB LUNG W CAVITY-CULT DX,1
15976,"Displaced longitudinal fracture of left patella,i",1
15977,Gonococcal infection of other musculoskeletal tiss,1
15978,Gonococcal infection of anus and rectum,1
15979,TB OF BRONCHUS-CULT DX,1
15980,"Gluteal tendinitis,right hip",1
15981,Displaced oblique fracture of shaft of right fibul,1
15982,Displaced oblique fracture of shaft of right radiu,1
15983,Glossodynia,1
15984,"Displaced oblique fracture of shaft of right ulna,",1
15985,"Displaced oblique fracture of shaft of unsp femur,",1
15986,TB OF JOINT NEC-CULT DX,1
15987,"Glaucoma secondary to oth eye disorders,bi,sever",1
15988,"Displaced osteochondral fracture of right patella,",1
15989,"Glaucoma secondary to oth eye disord,right eye,s",1
15990,Displaced oth fracture of tuberosity of r calcaneu,1
15991,"Glaucoma secondary to oth eye disord,r eye,sever",1
15992,Gonococcal prostatitis,1
15993,Gonococcal sepsis,1
15994,"Granulomatous hepatitis,not elsewhere classified",1
15995,Displaced intraarticular fracture of unsp calcaneu,1
15996,"Granulomatous disorder of the skin,subcu,unsp",1
15997,Granuloma of left orbit,1
15998,TB MENINGITIS-EXAM UNKN,1
15999,TB MENINGITIS-MICRO DX,1
16000,"Displaced comminuted fx shaft of ulna,left arm,i",1
16001,"Displaced commnt fx left patella,init for opn fx ",1
16002,"Displaced commnt fx right patella,init for opn fx",1
16003,"Displaced intartic fracture of r calcaneus,init f",1
16004,"Gout due to renal impairment,right hand",1
16005,"Gout due to renal impairment,left hand",1
16006,"Gout due to renal impairment,left elbow",1
16007,"Traum hemor cereb,w LOC of 1-5 hrs 59 minutes,in",1
16008,Displaced intertrochanteric fracture of unsp femur,1
16009,Gonorrhea complicating childbirth,1
16010,"Gonococcal vulvovaginitis,unspecified",1
16011,"Traum hemor cereb,w/o loss of consciousness,subs",1
16012,Traum hemor l cereb w LOC >24 hr w/o ret consc w s,1
16013,T7-T12 FX-CL/COM CRD LES,1
16014,HERPES ZOSTER MYELITIS,1
16015,"Displ commnt fx shaft of r femr,subs for clos fx ",1
16016,HERPES SIMPLEX EYE NOS,1
16017,"Displ commnt fx shaft of r fibula,7thC",1
16018,"Displ commnt fx shaft of r fibula,init for opn fx",1
16019,"Syphilis complicating pregnancy,unspecified trime",1
16020,"Displ commnt fx shaft of r tibia,7thK",1
16021,"Displ commnt fx shaft of rad,l arm,7thB",1
16022,"Displ commnt fx shaft of ulna,l arm,7thB",1
16023,"Displ commnt fx shaft of ulna,l arm,7thC",1
16024,HEPATOMEGALY,1
16025,HEPATITIS E-NO COMA,1
16026,HEPATITIS E WITH COMA,1
16027,"Displ intertroch fx l femur,subs for clos fx w de",1
16028,Systemic sclerosis induced by drug and chemical,1
16029,Systemic sclerosis with myopathy,1
16030,HERPES SIMPLEX OF EYELID,1
16031,"Displ commnt fx shaft of l tibia,7thP",1
16032,"Displ oblique fx shaft of humer,l arm,7thP",1
16033,"Displ commnt fx shaft of l fibula,init for opn fx",1
16034,HIV 2 as the cause of diseases classified elsewher,1
16035,"Displ bicondylar fx r tibia,subs for clos fx w de",1
16036,"Displ bicondylar fx unsp tibia,7thD",1
16037,"Displ bimalleol fx l low leg,subs for clos fx w n",1
16038,"Displ bimalleol fx r low leg,7thE",1
16039,"Synovial cyst of popliteal space [Baker],unspecif",1
16040,"Displ bimalleol fx r low leg,subs for clos fx w m",1
16041,"Displ bimalleol fx r low leg,subs for clos fx w n",1
16042,HERPETIC SEPTICEMIA,1
16043,"Displ commnt fx shaft of humer,l arm,7thD",1
16044,"Displ commnt fx shaft of humer,l arm,7thG",1
16045,HERPETIC INFECT OF PENIS,1
16046,"Displ commnt fx shaft of l femr,7thD",1
16047,"Displ commnt fx shaft of l femr,7thM",1
16048,Syphilis complicating childbirth,1
16049,"Displ oblique fx shaft of humer,l arm,7thK",1
16050,Systemic sclerosis with polyneuropathy,1
16051,HEMATOMA OF VULVA,1
16052,HEMOPHTHALMOS,1
16053,"Displ spiral fx shaft of humer,l arm,7thK",1
16054,"Displ spiral fx shaft of humer,r arm,7thD",1
16055,"Displ spiral fx shaft of humer,r arm,7thK",1
16056,"Displ spiral fx shaft of humerus,left arm,init f",1
16057,"Displ spiral fx shaft of humerus,right arm,init ",1
16058,"Displ spiral fx shaft of l fibula,7thD",1
16059,"Displ spiral fx shaft of r fibula,7thD",1
16060,"Displ spiral fx shaft of r tibia,7thK",1
16061,"Displ subtrochnt fx l femur,subs for clos fx w de",1
16062,HEMOGLOBINOPATHIES NEC,1
16063,"Displ subtrochnt fx r femr,7thM",1
16064,HEMIVERTEBRA,1
16065,HEMIPL NEC-NONDOMNT SIDE,1
16066,HEMIPL NEC-DOMINANT SIDE,1
16067,T1-T6 SPIN CORD INJ NOS,1
16068,Traum hemor l cereb w LOC w dth d/t brain inj bf c,1
16069,"Displ simp suprcndl fx w/o intrcndl fx r humer,7t",1
16070,"Displ oblique fx shaft of l femr,7thP",1
16071,"Displ simp suprcndl fx w/o intrcndl fx l humer,7t",1
16072,"Displ oblique fx shaft of l fibula,7thD",1
16073,"Displ oblique fx shaft of r femr,7thD",1
16074,"Displ oblique fx shaft of r femr,7thK",1
16075,"Displ oblique fx shaft of r femur,init for opn fx",1
16076,"Displ oblique fx shaft of r tibia,7thK",1
16077,"Displ oblique fx shaft of r tibia,init for opn fx",1
16078,"Displ oth fx tuberosity of r calcaneus,7thP",1
16079,"Displ pilon fx r tibia,7thH",1
16080,"Displ pilon fx r tibia,subs for opn fx type I/2 w",1
16081,"Displ post arch fx 1st cervcal vert,subs for fx w",1
16082,"Displ seg fx shaft of humer,l arm,subs for fx w ",1
16083,"Displ seg fx shaft of humer,r arm,subs for fx w ",1
16084,"Displ seg fx shaft of l tibia,init for opn fx typ",1
16085,"Displ seg fx shaft of r tibia,init for opn fx typ",1
16086,"Displ seg fx shaft of r tibia,subs for clos fx w ",1
16087,"Glaucoma secondary to oth eye disord,left eye,st",1
16088,"Glaucoma secondary to oth eye disord,left eye,se",1
16089,"Fracture of unsp tarsal bone(s) of left foot,init",1
16090,Toxoplasmosis with other organ involvement,1
16091,Disseminated blastomycosis,1
16092,GASTROPTOSIS,1
16093,GANGR VENTRAL HERNIA NOS,1
16094,GANGLION OF TENDON,1
16095,"Toxoplasmosis,unspecified",1
16096,"Fx unsp prt of nk of unsp femr,7thD",1
16097,"Fx unsp parts of lumbosacral spine & pelvis,seque",1
16098,"Fx unsp part of unsp clavicle,subs for fx w routn",1
16099,"Displaced pilon fx left tibia,subs for clos fx w ",1
16100,"Fx unsp part of nk of unsp femr,subs for clos fx ",1
16101,"Fx unsp part of nk of r femr,subs for clos fx w d",1
16102,Disturbances of sodium balance of newborn,1
16103,Diverticulum of appendix,1
16104,TIBIOFIBULA LONGIT DEFIC,1
16105,"Fx unsp metatarsal bone(s),unsp ft,7thD",1
16106,"Fx unsp metatarsal bone(s),r foot,subs for fx w ",1
16107,THROMBOPHLEBITIS-DELIVER,1
16108,GASTROSTOMY STATUS,1
16109,"Traction detachment of retina,left eye",1
16110,GC CERVICITIS (ACUTE),1
16111,Displacmnt of implanted electronic neurostim of br,1
16112,Displacmnt of implnt electrnc neurostim of periph ,1
16113,GLOSSOPHAR NERVE DIS NEC,1
16114,GLAUCOMA W OCULAR TRAUMA,1
16115,THROMBOPHLEB-DELIV W P/P,1
16116,Transient paralysis,1
16117,GI INJURY NEC-OPEN,1
16118,Disruption of perineal obstetric wound,1
16119,THROMBOPHLEBIT-POSTPART,1
16120,Transient neonatal neutropenia,1
16121,GENERAL PARESIS,1
16122,Transient acquired pure red cell aplasia,1
16123,Dissection of iliac artery,1
16124,GEN SUS-OTHER MALIG NEOP,1
16125,GEN SUS-MALIG NEOP ENDOM,1
16126,Donor of other specified organs or tissues,1
16127,"Fx unsp carpal bone,right wrist,subs for fx w ro",1
16128,"Dorsopathy,unspecified",1
16129,Functional quadriplegia,1
16130,Frontal lobe and executive function deficit,1
16131,Frontal lobe and exec fcn def following cerebral i,1
16132,Drug-induced autoimmune hemolytic anemia,1
16133,Drug-induced folate deficiency anemia,1
16134,"Drug-induced gout,left ankle and foot",1
16135,"Fracture oth prt scapula,right shoulder,init for",1
16136,"Fracture oth prt scapula,r shoulder,subs for fx ",1
16137,"Fracture of xiphoid process,subs for fx w nonunio",1
16138,"Fracture of xiphoid process,init encntr for close",1
16139,"Fracture of vault of skull,subs for fx w routn he",1
16140,"Fracture of vault of skull,init encntr for open f",1
16141,"Fracture of unspecified part of right clavicle,se",1
16142,Fracture of unspecified part of neck of right femu,1
16143,Drug-induced thyroiditis,1
16144,Fracture of unspecified part of neck of left femur,1
16145,"Frostbite with tissue necrosis of left toe(s),ini",1
16146,Drug or chemical induced diabetes mellitus with fo,1
16147,"Fx superior rim of unsp pubis,subs for fx w routn",1
16148,Furuncle of abdominal wall,1
16149,"Fx superior rim of right pubis,subs for fx w dela",1
16150,Double outlet left ventricle,1
16151,"Fx superior rim of left pubis,subs for fx w delay",1
16152,Doubling of uterus w doubling of cervix and vagina,1
16153,"Down syndrome,unspecified",1
16154,Fx subcondylar process of mandible unspecified sid,1
16155,Fx pelvis following insrt ortho implnt/prosth/bone,1
16156,Drug induced acute pancreatitis with infected necr,1
16157,Drug induced acute pancreatitis with uninfected ne,1
16158,"Toxic liver disease with hepatic necrosis,with co",1
16159,"Fused fingers,right hand",1
16160,"Furuncle,unspecified",1
16161,Furuncle of right lower limb,1
16162,Furuncle of left lower limb,1
16163,Drug induced tics,1
16164,THROMBOCYTOPATHY,1
16165,GLUTATHIONE DIS ANEMIA,1
16166,"Transient retinal artery occlusion,right eye",1
16167,"Displaced subtrochnt fx left femur,init for opn f",1
16168,TB OF VERTEBRA-EXAM UNKN,1
16169,"Displaced transcondylar fracture of right humerus,",1
16170,"Displaced transverse fracture of left acetabulum,",1
16171,"Displaced transverse fracture of right acetabulum,",1
16172,TB PERITONITIS-UNSPEC,1
16173,Genitl trct and pelvic infct fol failed attempt te,1
16174,Genitl trct and pelvic infct fol ectopic and molar,1
16175,Genitl trct and pelvic infct fol (induced) term of,1
16176,Displaced transverse fracture of shaft of right ul,1
16177,"Displaced transverse fracture of unsp patella,ini",1
16178,TB PLEURISY-MICRO DX,1
16179,TB PLEURISY-OTH TEST,1
16180,Generalized abdominal tenderness,1
16181,TB PNEUMONIA-MICRO DX,1
16182,"Displaced unsp condyle fx lower end of left femur,",1
16183,Gestational edema complicating childbirth,1
16184,Gestational edema with proteinuria complicating ch,1
16185,"Displaced unsp fracture of left lesser toe(s),ini",1
16186,"Gestational edema,second trimester",1
16187,"Glaucoma secondary to eye trauma,right eye,stage",1
16188,"Glaucoma secondary to eye inflam,right eye,sever",1
16189,Displaced segmental fracture of shaft of left femu,1
16190,Displaced segmental fracture of shaft of left fibu,1
16191,Displaced segmental fracture of shaft of left tibi,1
16192,Displaced segmental fracture of shaft of right fem,1
16193,Displaced segmental fracture of shaft of right tib,1
16194,"Glaucoma sec to oth eye disord,left eye,moderate",1
16195,"Glaucoma sec to oth eye disord,l eye,indetermina",1
16196,"Glaucoma sec to oth eye disord,bi,indeterminate ",1
16197,"Displaced spiral fracture of shaft of radius,left",1
16198,TB OF KIDNEY-MICRO DX,1
16199,TB OF VERTEBRA-CULT DX,1
16200,"Displaced spiral fx shaft of radius,right arm,in",1
16201,"Gestational htn w/o significant proteinuria,first",1
16202,TB PNEUMONIA-OTH TEST,1
16203,TB PNEUMONIA-UNSPEC,1
16204,GLYCOSURIA,1
16205,"Displacement of int fix of left humerus,subs",1
16206,"Displacement of int fix of right femur,subs",1
16207,"Displacement of int fix of right humerus,init",1
16208,"Displacement of internal fixation device of bones,",1
16209,"Ganglion,left hand",1
16210,"Ganglion,left ankle and foot",1
16211,"Galeazzi's fx left radius,init for opn fx type 3A",1
16212,"Transient synovitis,right ankle and foot",1
16213,"Galeazzi's fracture of right radius,init for clos",1
16214,"Galeazzi's fracture of left radius,init for opn f",1
16215,GU INFECT IN PREG-UNSPEC,1
16216,GRAFT-VS-HOST DIS NOS,1
16217,"Displacement of other cardiac electronic device,i",1
16218,GONOCOCCAL CONJUNCTIVIT,1
16219,"Displacement of surgically created AV fistula,ini",1
16220,Displacement of ureter,1
16221,"Ganglion,left hip",1
16222,"Displacement of int fix of left humerus,init",1
16223,Gaucher disease,1
16224,Displacement of int fix of bones of hand and finge,1
16225,TB SP CRD ABSC-OTH TEST,1
16226,TB URINARY NEC-UNSPEC,1
16227,"Displacement of breast prosthesis and implant,ini",1
16228,"Displacement of cardiac pulse generator (battery),",1
16229,"Displacement of carotid arterial graft (bypass),i",1
16230,"Gastroduodenitis,unspecified,with bleeding",1
16231,"Gastric contents in esophagus causing oth injury,",1
16232,"Gastric contents in bronchus causing oth injury,i",1
16233,Displacement of implnt elec nstim generator init,1
16234,Gastr contents in oth prt resp tract cause oth inj,1
16235,Gangrene of gallbladder in cholecystitis,1
16236,"Ganglion,right wrist",1
16237,"Ganglion,right hip",1
16238,"Ganglion,left wrist",1
16239,"Displacement of int fix of bones of foot and toes,",1
16240,Intermittent alternating esotropia,1
16241,Cutaneous abscess of unspecified foot,1
16242,UNILAT CLEFT LIP-COMPL,1
16243,Malignant neoplasm of unspecified descended testis,1
16244,CORTEX LACERAT W/O LOC,1
16245,Malignant neoplasm of vallecula,1
16246,SLEEP DISTURBANCE NOS,1
16247,COXSACKIE VIRUS MENING,1
16248,COXSACKIE VIRUS NEC,1
16249,CRACKED TOOTH,1
16250,SLEEP STAGE DYSFUNCTIONS,1
16251,SMALL INTEST INJ NOS-CL,1
16252,CRUSHING INJURY OF WRIST,1
16253,CRUSHING INJ UPPER ARM,1
16254,CRUSHING INJURY ANKLE,1
16255,SOFT TISSUE ANOMALY NEC,1
16256,SOLITARY CYST OF BREAST,1
16257,SOLVENT DERMATITIS,1
16258,CRUSHING INJURY KNEE,1
16259,CRUSHING INJURY LEG NOS,1
16260,"Malignant otitis externa,bilateral",1
16261,"Malignant otitis externa,unspecified ear",1
16262,"Malnutrition in pregnancy,third trimester",1
16263,Mandibular hyperplasia,1
16264,Matern care for disproprtn d/t unusually large fet,1
16265,Matern care for disproprtn d/t outlet contrctn of ,1
16266,"Matern care for abnlt fetl hrt rate or rhym,unsp ",1
16267,CORD COMPLICAT NOS-DELIV,1
16268,"Matern care for abnlt fetl hrt rate or rhym,2nd t",1
16269,Mastocytosis,1
16270,CORD ENTANGLE NEC-UNSPEC,1
16271,Mast cell activation unspecified,1
16272,"Unsp fracture of right acetabulum,subs for fx w d",1
16273,Maple-syrup-urine disease,1
16274,"Mantle cell lymphoma,intrapelvic lymph nodes",1
16275,"Unsp fracture of oth metacarpal bone,init for clo",1
16276,"Mantle cell lymphoma,intra-abdominal lymph nodes",1
16277,Mandibulofacial dysostosis,1
16278,"Unsp fracture of occiput,subs for fx w routn heal",1
16279,SOMAT DYS HEAD REGION,1
16280,Malignant neoplasm of sublingual gland,1
16281,SUBCORNEAL PUST DERMATOS,1
16282,Malignant neoplasm of myometrium,1
16283,Malignant neoplasm of other specified male genital,1
16284,Malignant neoplasm of other specified ill-defined ,1
16285,Malignant neoplasm of other cranial nerves,1
16286,CYSTOID MACULAR DEGEN,1
16287,CYSTS OF JAWS NEC,1
16288,"Malignant neoplasm of nipple and areola,left male",1
16289,Ca in situ skin of left ear and external auricular,1
16290,"Calcaneal spur,right foot",1
16291,SOMAT DYSFUNC THORAC REG,1
16292,"Calcification and ossification of muscle,unspecif",1
16293,Malignant neoplasm of medulla of right adrenal gla,1
16294,"Unsp fracture of left toe(s),init encntr for open",1
16295,"Malignant neoplasm of major salivary gland,unspec",1
16296,"Unsp fracture of left talus,init encntr for close",1
16297,Malignant neoplasm of long bones of unspecified lo,1
16298,"Unsp fracture of left patella,init for opn fx typ",1
16299,Malignant neoplasm of overlapping sites of biliary,1
16300,Malignant neoplasm of overlapping sites of lip,1
16301,Malignant neoplasm of overlapping sites of penis,1
16302,Malignant neoplasm of overlapping sites of tonsil,1
16303,Malignant neoplasm of sphenoid sinus,1
16304,Malignant neoplasm of short bones of right lower l,1
16305,SPAS HEMI-NONDOMNT SIDE,1
16306,Malignant neoplasm of right upper limb,1
16307,CRYST ARTHROP NOS-HAND,1
16308,Malignant neoplasm of right optic nerve,1
16309,CRYST ARTHROP NOS-SHLDR,1
16310,CUPPING OF OPTIC DISC,1
16311,CUTANEOUS ACTINOMYCOSIS,1
16312,SPEECH-LANGUAGE THERAPY,1
16313,Malignant neoplasm of right acoustic nerve,1
16314,SPINA BIFIDA OCCULTA,1
16315,Malignant neoplasm of peripheral nerves of thorax,1
16316,Malignant neoplasm of parathyroid gland,1
16317,"Malignant neoplasm of palate,unspecified",1
16318,"Unsp fracture of right femur,init for opn fx type",1
16319,COR ATHER-NONAUT BYP GFT,1
16320,"Matern care for or susp placntl insuff,third tri,",1
16321,"Mech compl of penile (implanted) prosthesis,init ",1
16322,Mech compl of urinary electronic stimulator device,1
16323,Mech compl of unsp cardiac and vasc devices and im,1
16324,CONGENITAL HEMIPLEGIA,1
16325,SEX CHROMOSOME ANOM NEC,1
16326,CONGENITAL HYDROCELE,1
16327,"Mech compl of permanent sutures,initial encounter",1
